title,control_title,Mod,priority,Recommendation Steps/Approach,COST,
EC2,EC2 instances should not have a public IP address,Compliance,P1,Ensure EC2 instances do not have public IP addresses. Steps: 1. Review EC2 instance settings. 2. Remove public IP assignments from instances. # REF: EC2 Public IP https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/elastic-ip-addresses-eip.html,$0 (IAM role management is free),
EC2,EC2 instances should not use multiple ENIs,Compliance,P1,Ensure EC2 instances do not use multiple Elastic Network Interfaces (ENIs). Steps: 1. Review network interface settings. 2. Consolidate network interfaces as needed. # REF: Elastic Network Interfaces https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-network-interface.html,$0 (IAM role management is free),
EC2,EC2 instances should be protected by backup plan,Compliance,P1,Ensure a backup plan is in place for EC2 instances. Steps: 1. Review existing backup plans. 2. Implement AWS Backup for automated backups. # REF: AWS Backup / https://docs.aws.amazon.com/aws-backup/latest/devguide/whatisbackup.html,Varies by backup configuration,
EC2,Public EC2 instances should have IAM profile attached,Compliance,P1,Ensure IAM profiles are attached to public EC2 instances. Steps: 1. Review instance configurations. 2. Attach appropriate IAM roles to instances. # REF: IAM Roles for EC2 / https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_use_switch-role.html,$0 (IAM role management is free),
EC2,AWS EC2 instances should have termination protection enabled,Compliance,P2,Ensure termination protection is enabled for EC2 instances. Steps: 1. Review instance settings. 2. Enable termination protection for critical instances. # REF: Termination Protection / https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_use_switch-role.html,$0 (no additional cost),
EC2,EC2 instances user data should not have secrets,Compliance,P1,Ensure user data does not contain secrets. Steps: 1. Review user data scripts. 2. Remove any sensitive information. # REF: EC2 User Data / https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/user-data.html,$0 (no additional cost),
EC2,EC2 instances should use IMDSv2,Compliance,P1,Ensure IMDSv2 (Instance Metadata Service v2) is enabled for EC2 instances. Steps: 1. Review instance metadata settings. 2. Enable IMDSv2 if not already set. # REF: IMDSv2 / https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-instance-metadata.html,$0 (no additional cost),
EC2,Paravirtual EC2 instance types should not be used,Compliance,P1,Ensure that only HVM (Hardware Virtual Machine) instance types are used. Steps: 1. Review instance types. 2. Migrate any paravirtual instances to HVM types. # REF: HVM vs. PV / https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/virtualization.html,$0 (no additional cost),
EC2,AWS EC2 launch templates should not assign public IPs to network interfaces,Compliance,P2,Ensure launch templates do not assign public IPs to EC2 instances. Steps: 1. Review launch template settings. 2. Update templates to avoid public IP assignments. # REF: Launch Templates /  https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/launch-templates.html,$0 (no additional cost),
EC2,Ensure unused ENIs are removed,Compliance,P2,Ensure that unused Elastic Network Interfaces (ENIs) are deleted. Steps: 1. Review ENI configurations. 2. Delete any ENIs that are not attached to instances. # REF: Managing ENIs / https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-network-interface.html,$0 (no additional cost),
EC2,EC2 stopped instances should be removed in 30 days,Compliance,P1,Ensure that stopped EC2 instances are reviewed and removed after 30 days. Steps: 1. List stopped instances. 2. Terminate instances older than 30 days. # REF: Stopping and Terminating Instances https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/terminating-instances.html,$0 (no additional cost),
EC2,Ensure instances stopped for over 90 days are removed,Compliance,P1,Ensure that EC2 instances that have been stopped for over 90 days are deleted. Steps: 1. Review stopped instances. 2. Automate deletion of instances older than 90 days. # REF: Instance Management / https://aws.amazon.com/premiumsupport/knowledge-center/stop-instances-90-days/,$0 (no additional cost),
EC2,EC2 transit gateways should have auto accept shared attachments disabled,Compliance,P2,Ensure that EC2 transit gateways have auto-accept shared attachments disabled for security. Steps: 1. Review transit gateway settings. 2. Disable auto-accept if enabled. # REF: Transit Gateway / https://docs.aws.amazon.com/vpc/latest/userguide/vpc-transit-gateway.html#tg-auto-accept,$0 (no additional cost),
ECR,ECR repositories should have image scan on push enabled,Compliance, p2 ,"Open ECR console, select your repository, click ""Edit,"" enable ""Scan on push,"" and save changes. This ensures that images are automatically scanned for vulnerabilities upon upload.
Reference: https://docs.aws.amazon.com/AmazonECR/latest/userguide/image-scanning.html",,
ECR,ECR repositories should have lifecycle policies configured,Compliance, p2 ,"open the ECR console, select your repository, navigate to the ""Lifecycle policy"" tab, and create a policy by defining rules for image retention. This automates the management of container images, helping to optimize storage and organization.
Reference: https://docs.aws.amazon.com/AmazonECR/latest/userguide/lp_creation.html",,
ECR,ECR repositories should prohibit public access,Compliance, p1 ,"Create a repository with the default Private visibility in the ECR console, and configure access permissions using repository policies or IAM roles. Push your container images to the repository, ensuring only authorized users or services can access them.
Reference: https://docs.aws.amazon.com/AmazonECR/latest/userguide/repository-create.html",,
ECR,ECR private repositories should have tag immutability configured,Compliance, p1 ,"Open Amazon ECR private repository, go to the repository's settings in the ECR console, select Edit, and enable the Tag immutability option. This prevents image tags from being overwritten, ensuring version consistency and security.
Reference: https://docs.aws.amazon.com/AmazonECR/latest/userguide/image-tag-mutability.html",,
ECS,ECS clusters should have container insights enabled,Compliance, p2 ,"Open ECS console and enable Container Insights in the monitoring settings of the cluster. This will allow you to monitor performance metrics like CPU, memory, and network utilization for better visibility and management of your containers.
Reference: https://docs.aws.amazon.com/AmazonCloudWatch/latest/monitoring/deploy-container-insights-ECS-cluster.html",,
ECS,ECS cluster container instances should have connected agent,Compliance, p3 ,"Launch an instance using the Amazon ECS-Optimized AMI (which comes with the agent pre-installed) or manually install Docker, then pull and run the agent using Docker commands. Ensure your instance has the appropriate IAM role and security group settings to allow communication with the ECS service?.
Reference: https://docs.aws.amazon.com/AmazonECS/latest/developerguide/ecs-agent-config.html",,
ECS,ECS clusters encryption at rest should be enabled,Compliance, p3,"Create or select a KMS key in the AWS KMS console and configure your ECS task definition to use this key for encrypting EBS volumes. Deploy your service with the updated task definition to ensure that all data stored is encrypted at rest.
Reference: https://docs.cgn.portal.checkpoint.com/docs/d9_aws_cry_19
Reference: https://docs.aws.amazon.com/AmazonECS/latest/developerguide/ebs-kms-encryption.html",,
ECS,ECS cluster instances should be in a VPC,Compliance,p1,"To place ECS cluster instances in a VPC, launch your EC2 instances within an existing VPC by selecting the VPC and appropriate subnets during the instance setup. Ensure that security groups and network settings are configured to allow proper communication between your ECS components.
Reference: https://docs.aws.amazon.com/AmazonECS/latest/developerguide/get-set-up-for-amazon-ecs.html#:~:text=You%20can%20use%20Amazon%20Virtual,task%2C%20Create%20a%20security%20group.",,
ECS,ECS cluster should be configured with active services,Compliance, p3 ,"Navigate to the ECS console, select your cluster, and create a new service by specifying the launch type, task definition, and desired number of tasks. This allows you to manage and deploy your containerized applications effectively within the cluster.
Reference: https://docs.aws.amazon.com/AmazonECS/latest/developerguide/ecs_services.html",,
ECS,At least one instance should be registered with ECS cluster,Compliance, p3 ,"Launch an EC2 instance using an ECS-optimized AMI and specify the ECS cluster name in the user data under Advanced Details. Once launched, the instance will automatically register itself with the ECS service, enabling it to run tasks.
Reference: https://docs.aws.amazon.com/AmazonECS/latest/developerguide/ecs-anywhere-registration.html",,
ECS,ECS fargate services should run on the latest fargate platform version,Compliance, p2 ,"Navigate to the ECS console, select your cluster and service, and update the service to specify the latest platform version in the configuration. This enables your tasks to utilize the newest features and security improvements provided by AWS.
Reference: https://docs.aws.amazon.com/AmazonECS/latest/developerguide/platform-fargate.html",,
ECS,ECS services should be attached to a load balancer,Compliance, p2 ,"Navigate to the ECS console, select your cluster, and either create or update your service by enabling the Load balancer option and choosing an existing Application Load Balancer (ALB) or Network Load Balancer (NLB). Specify the target group during the configuration process and complete the creation or update to ensure traffic is distributed across your task instances.
Reference: https://docs.aws.amazon.com/AmazonECS/latest/developerguide/alb.html",,
ECS,AWS ECS services should not have public IP addresses assigned to them automatically,Compliance, p1,"Navigate to the ECS console, select your cluster, and either create or update your service. In the Network Configuration section, set the service to run in a private subnet and disable the Assign Public IP option.
Reference: https://docs.aws.amazon.com/securityhub/latest/userguide/ecs-controls.html#:~:text=If%20you%20launch%20your%20Amazon,to%20your%20container%20application%20servers.",,
ECS,ECS task definition containers should not have secrets passed as environment variables,Compliance, p1,"Store your sensitive data in AWS Secrets Manager by creating a new secret and noting its name or ARN. Then, update your task definition in the ECS console to reference the secret in the Secrets section instead of using environment variables.
Reference: https://docs.aws.amazon.com/AmazonECS/latest/developerguide/specifying-sensitive-data.html",,
ECS,ECS containers should run as non-privileged,Compliance, p1 ,"Update your task definition in the ECS console and specify a non-root user ID or username in the User field of the container definition. This configuration minimizes security risks by limiting permissions within the container.
Reference: https://docs.aws.amazon.com/config/latest/developerguide/ecs-containers-nonprivileged.html",,
ECS,ECS containers should be limited to read-only access to root filesystems,Compliance, p1 ,"Update your task definition in the ECS console and enable the readonlyRootfs option by setting it to true. This configuration prevents any modifications to the filesystem, enhancing the security of the container environment.
Reference: https://docs.aws.amazon.com/config/latest/developerguide/ecs-containers-readonly-access.html",,
ECS,ECS task definitions should have logging enabled,Compliance, p2 ,"Update your task definition in the ECS console and create a new revision. In the container definition, select awslogs as the log driver under the Log configuration section, specifying the log group and stream prefix for Amazon CloudWatch Logs.
Reference: https://docs.aws.amazon.com/AmazonECS/latest/developerguide/ecs-logging-monitoring.html",,
ECS,ECS task definitions should not share the host's process namespace,Compliance, p1,"Update your task definition in the ECS console and create a new revision. Set the PID mode to task or leave it blank to prevent the container from accessing the host's processes, enhancing security.
Reference: https://docs.aws.amazon.com/securityhub/latest/userguide/ecs-controls.html",,
ECS,ECS task definitions should not use root user.,Compliance, p1 ,"Update your task definition in the ECS console and specify a non-root user ID or username in the User field of the container definition. This enhances security by reducing the risk of privilege escalation within the container.
Reference: https://docs.aws.amazon.com/config/latest/developerguide/ecs-task-definition-nonroot-user.html",,
ECS,ECS task definition container definitions should be checked for host mode,Compliance, p1 ,"Go to the AWS Management Console, select your ECS cluster, navigate to the Task Definitions section, and review the container definitions for the networkMode setting. If it’s set to host, the container will share the host's network stack, allowing for direct access to host ports?
Reference: https://docs.aws.amazon.com/config/latest/developerguide/ecs-task-definition-user-for-host-mode-check.html",,
EFS,EFS access points should enforce a root directory,Compliance,P1,Ensure EFS access points enforce a root directory. Steps: 1. Review EFS access point configurations. 2. Enforce a root directory for all access points to enhance security. https://docs.aws.amazon.com/efs/latest/userguide/efs-access-points.html,Cost: None/$0 ,
EFS,EFS access points should enforce a user identity,Compliance,P1,Ensure EFS access points enforce a user identity. Steps: 1. Review EFS access point settings. 2. Implement user identity enforcement for access points to restrict access based on user. https://docs.aws.amazon.com/efs/latest/userguide/efs-access-points.html,Cost: None/$0 ,
EFS,EFS file system encryption at rest should be enabled,Compliance,P1,Ensure EFS file system encryption at rest is enabled. Steps: 1. Review file system settings. 2. Enable encryption at rest for data stored in EFS file systems. https://docs.aws.amazon.com/efs/latest/userguide/encryption.html,Cost: None/$0 ,
EFS,EFS file systems should be encrypted with CMK,Compliance,P1,Ensure EFS file systems are encrypted with CMK. Steps: 1. Review the encryption settings. 2. Configure EFS to use Customer Managed Keys (CMK) for encryption. https://docs.aws.amazon.com/efs/latest/userguide/encryption.html,Cost: None/$0 ,
EFS,EFS file systems should enforce SSL,Compliance,P1,Ensure EFS file systems enforce SSL. Steps: 1. Check SSL settings for EFS file systems. 2. Enforce SSL connections for secure data transfer. https://docs.aws.amazon.com/efs/latest/userguide/secure-access.html,Cost: None/$0 ,
EFS,EFS file systems should be in a backup plan,Compliance,P2,Ensure EFS file systems are in a backup plan. Steps: 1. Review backup configurations. 2. Ensure all EFS file systems are included in an appropriate backup plan. https://docs.aws.amazon.com/efs/latest/userguide/backup.html,Cost: None/$0 ,
EFS,EFS file systems should be protected by backup plan,Compliance,P2,Ensure EFS file systems are protected by a backup plan. Steps: 1. Review backup strategy. 2. Implement a backup plan to protect EFS file systems against data loss. https://docs.aws.amazon.com/efs/latest/userguide/backup.html,Cost: None/$0 ,
EFS,EFS file systems should restrict public access,Compliance,P1,Ensure EFS file systems restrict public access. Steps: 1. Review access settings for EFS file systems. 2. Configure access policies to restrict public access. https://docs.aws.amazon.com/efs/latest/userguide/access-control.html,Cost: None/$0 ,
EKS,EKS clusters should have control plane audit logging enabled,Compliance,P1,Ensure EKS clusters have control plane audit logging enabled. Steps: 1. Go to the EKS console. 2. Enable control plane logging. https://docs.aws.amazon.com/eks/latest/userguide/control-plane-logs.html,Cost: None/$0 ,
EKS,EKS clusters endpoint public access should be restricted,Compliance,P1,Ensure EKS clusters' endpoint public access is restricted. Steps: 1. Go to the EKS console. 2. Modify cluster settings to restrict public access. https://docs.aws.amazon.com/eks/latest/userguide/pod-networking.html,Cost: None/$0 ,
EKS,EKS clusters endpoint should restrict public access,Compliance,P1,Ensure EKS clusters' endpoints restrict public access. Steps: 1. Go to the EKS console. 2. Ensure endpoint access settings are configured to restrict public access. https://docs.aws.amazon.com/eks/latest/userguide/pod-networking.html,Cost: None/$0 ,
EKS,EKS clusters should not be configured within a default VPC,Compliance,P1,Ensure EKS clusters are not configured within a default VPC. Steps: 1. Audit cluster VPC settings. 2. Create a non-default VPC for the cluster if needed. https://docs.aws.amazon.com/eks/latest/userguide/network_reqs.html,Cost: None/$0 ,
EKS,EKS clusters should not use multiple security groups,Compliance,P1,Ensure EKS clusters do not use multiple security groups. Steps: 1. Review security group configurations. 2. Consolidate security groups if necessary. https://docs.aws.amazon.com/eks/latest/userguide/sec-group-configuration.html,Cost: None/$0 ,
EKS,EKS clusters should be configured to have kubernetes secrets encrypted using KMS,Compliance,P1,Ensure EKS clusters have Kubernetes secrets encrypted using KMS. Steps: 1. Go to the EKS console. 2. Enable encryption for Kubernetes secrets with KMS. https://docs.aws.amazon.com/eks/latest/userguide/kubernetes-secret-encryption.html,Cost: None/$0 ,
EKS,EKS clusters should run on a supported Kubernetes version,Compliance,P1,Ensure EKS clusters run on a supported Kubernetes version. Steps: 1. Check the EKS console for the Kubernetes version. 2. Upgrade if not on a supported version. https://docs.aws.amazon.com/eks/latest/userguide/kubernetes-versions.html,Cost: None/$0 ,
ElastiCache,Minor version upgrades should be automatically applied to ElastiCache for Redis cache clusters,Compliance,P1,Ensure minor version upgrades are automatically applied to ElastiCache for Redis cache clusters. Steps: 1. Go to the ElastiCache console. 2. Enable automatic minor version upgrades. https://docs.aws.amazon.com/AmazonElastiCache/latest/red-ug/AutoMinorVersionUpgrade.html,Cost: None/$0 ,
ElastiCache,ElastiCache clusters should not use the default subnet group,Compliance,P1,Ensure ElastiCache clusters do not use the default subnet group. Steps: 1. Review your ElastiCache cluster settings. 2. Create a custom subnet group and associate your cluster with it. https://docs.aws.amazon.com/AmazonElastiCache/latest/red-ug/Clusters.html,Cost: None/$0 ,
ElastiCache,ElastiCache clusters should not use public_subnet,Compliance,P1,Ensure ElastiCache clusters do not use public subnets. Steps: 1. Check your ElastiCache cluster configuration. 2. Ensure your clusters are deployed in private subnets. https://docs.aws.amazon.com/AmazonElastiCache/latest/red-ug/Clusters.html,Cost: None/$0 ,
ElastiCache,ElastiCache Redis cluster automatic backup should be enabled with retention period of 15 days or greater,Compliance,P1,Ensure ElastiCache Redis cluster automatic backup is enabled with a retention period of 15 days or greater. Steps: 1. Review backup settings in the ElastiCache console. 2. Enable automatic backups with sufficient retention. https://docs.aws.amazon.com/AmazonElastiCache/latest/red-ug/Redis.Backup.html,Cost: None/$0 ,
ElastiCache,ElastiCache for Redis replication groups should have automatic failover enabled,Compliance,P1,Ensure ElastiCache for Redis replication groups have automatic failover enabled. Steps: 1. Review the replication group configuration. 2. Enable automatic failover settings. https://docs.aws.amazon.com/AmazonElastiCache/latest/red-ug/ReplicationGroups.html,Cost: None/$0 ,
ElastiCache,ElastiCache for Redis replication groups should be encrypted at rest,Compliance,P1,Ensure ElastiCache for Redis replication groups are encrypted at rest. Steps: 1. Check encryption settings in the ElastiCache console. 2. Enable encryption at rest for replication groups. https://docs.aws.amazon.com/AmazonElastiCache/latest/red-ug/EncryptionAtRest.html,Cost: None/$0 ,
ElastiCache,ElastiCache for Redis replication groups should be encrypted with CMK,Compliance,P1,Ensure ElastiCache for Redis replication groups are encrypted with CMK. Steps: 1. Review your encryption settings. 2. Configure replication groups to use customer-managed keys (CMK). https://docs.aws.amazon.com/AmazonElastiCache/latest/red-ug/EncryptionAtRest.html,Cost: None/$0 ,
ElastiCache,ElastiCache for Redis replication groups should be encrypted in transit,Compliance,P1,Ensure ElastiCache for Redis replication groups are encrypted in transit. Steps: 1. Check your replication group settings. 2. Enable in-transit encryption for Redis. https://docs.aws.amazon.com/AmazonElastiCache/latest/red-ug/EncryptionInTransit.html,Cost: None/$0 ,
ElastiCache,ElastiCache for Redis replication groups before version 6.0 should use Redis Auth,Compliance,P1,Ensure ElastiCache for Redis replication groups before version 6.0 use Redis Auth. Steps: 1. Verify the version of your Redis replication group. 2. Enable Redis Auth for clusters using older versions. https://docs.aws.amazon.com/AmazonElastiCache/latest/red-ug/Redis.Auth.html,Cost: None/$0 ,
ElastiCache,Elastic Beanstalk,Compliance, p3 ,NOT YET ADDED,Cost: None/$0 ,
ElastiCache,Elastic Beanstalk enhanced health reporting should be enabled,Compliance,P1,Ensure Elastic Beanstalk enhanced health reporting is enabled. Steps: 1. Open the Elastic Beanstalk console. 2. Select your environment. 3. Enable enhanced health reporting in the configuration settings. https://docs.aws.amazon.com/elasticbeanstalk/latest/dg/enhanced-health.html,Cost: None/$0 ,
ElastiCache,Elastic Beanstalk should stream logs to CloudWatch,Compliance,P1,Ensure Elastic Beanstalk streams logs to CloudWatch. Steps: 1. Open the Elastic Beanstalk console. 2. Select your environment. 3. Enable log streaming to CloudWatch in the configuration settings. https://docs.aws.amazon.com/elasticbeanstalk/latest/dg/using-features.logging.html,Cost: None/$0 ,
ElastiCache,Elastic Beanstalk environment should have managed updates enabled,Compliance,P1,Ensure Elastic Beanstalk environment has managed updates enabled. Steps: 1. Open the Elastic Beanstalk console. 2. Select your environment. 3. Enable managed updates in the environment settings. https://docs.aws.amazon.com/elasticbeanstalk/latest/dg/managed-updates.html,Cost: None/$0 ,
Elasticsearch,Elasticsearch domains should have audit logging enabled,Compliance,P1,Ensure Elasticsearch domains have audit logging enabled. Steps: 1. Open the Elasticsearch console. 2. Select your domain. 3. Enable audit logging in the domain settings. https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/auditing.html,Cost: None/$0 ,
Elasticsearch,Elasticsearch domains should have cognito authentication enabled,Compliance,P1,Ensure Elasticsearch domains have Cognito authentication enabled. Steps: 1. Open the Elasticsearch console. 2. Select your domain. 3. Configure Cognito authentication in the access policies. https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/cognito-auth.html,Cost: None/$0 ,
Elasticsearch,Elasticsearch domains should have at least three data nodes,Compliance,P1,Ensure Elasticsearch domains have at least three data nodes. Steps: 1. Open the Elasticsearch console. 2. Review the cluster settings. 3. Scale the number of data nodes to at least three. https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/cluster.html,Cost: None/$0 ,
Elasticsearch,Elasticsearch domains should be configured with at least three dedicated master nodes,Compliance,P1,Ensure Elasticsearch domains are configured with at least three dedicated master nodes. Steps: 1. Open the Elasticsearch console. 2. Review the cluster settings. 3. Configure dedicated master nodes to at least three. https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/cluster.html,Cost: None/$0 ,
Elasticsearch,Connections to Elasticsearch domains should be encrypted using TLS 1.2,Compliance,P1,Ensure connections to Elasticsearch domains are encrypted using TLS 1.2. Steps: 1. Open the Elasticsearch console. 2. Select your domain. 3. Verify that TLS 1.2 is enabled in the domain's endpoint settings. https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/secure-cluster.html,Cost: None/$0 ,
Elasticsearch,ES domain encryption at rest should be enabled,Compliance,P1,Ensure ES domain encryption at rest is enabled. Steps: 1. Open the Elasticsearch console. 2. Select your domain. 3. Enable encryption at rest in the domain settings. https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/encryption-at-rest.html,Cost: None/$0 ,
Elasticsearch,Elasticsearch domain error logging to CloudWatch Logs should be enabled,Compliance,P1,Ensure Elasticsearch domain error logging to CloudWatch Logs is enabled. Steps: 1. Open the Elasticsearch console. 2. Select your domain. 3. Configure logging settings to send errors to CloudWatch Logs. https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/logging.html,Cost: None/$0 ,
Elasticsearch,ES domains should be in a VPC,Compliance,P1,Ensure ES domains are in a VPC. Steps: 1. Open the Elasticsearch console. 2. Review domain settings. 3. Ensure that the domain is configured within a Virtual Private Cloud (VPC). https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/vpc.html,Cost: None/$0 ,
Elasticsearch,Elasticsearch domains should have internal user database enabled,Compliance,P1,Ensure Elasticsearch domains have an internal user database enabled. Steps: 1. Open the Elasticsearch console. 2. Select your domain. 3. Enable the internal user database in the security settings. https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/internal-users.html,Cost: None/$0 ,
Elasticsearch,Elasticsearch domain should send logs to CloudWatch,Compliance,P1,Ensure Elasticsearch domain sends logs to CloudWatch. Steps: 1. Open the Elasticsearch console. 2. Select your domain. 3. Configure the logging settings to send logs to CloudWatch. https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/logging.html,Cost: None/$0 ,
Elasticsearch,Elasticsearch domain node-to-node encryption should be enabled,Compliance,P1,Ensure Elasticsearch domain node-to-node encryption is enabled. Steps: 1. Open the Elasticsearch console. 2. Select your domain. 3. Enable node-to-node encryption in the domain's configuration settings. https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/encryption.html,Cost: None/$0 ,
ELB,Classic Load Balancers should have connection draining enabled,Compliance,P1,"Classic Load Balancers should have connection draining enabled.
Steps: 1. Check connection draining settings for Classic Load Balancers. 2. Enable connection draining if not already enabled. #ELB Connection Draining :https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/config-connection-draining.html",Cost: None/$0 ,
ELB,ELB application and classic load balancer logging should be enabled,Compliance,P1,"ELB application and classic load balancer logging should be enabled.
Steps: 1. Verify logging settings for both application and classic load balancers. 2. Enable access logging if disabled. #ELB Logging :https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/access-log-collection.html",Cost: None/$0 ,
ELB,ELB load balancers should prohibit public access,Compliance,P1,"ELB load balancers should prohibit public access.
Steps: 1. Review security groups and access control settings. 2. Update settings to restrict public access where appropriate. #ELB Public Access :https://docs.aws.amazon.com/elasticloadbalancing/latest/userguide/load-balancer-access-control.html",Cost: None/$0 ,
ELB,ELB application load balancer deletion protection should be enabled,Compliance,P1,"ELB application load balancer deletion protection should be enabled.
Steps: 1. Check deletion protection settings. 2. Enable deletion protection for all application load balancers. #ELB Deletion Protection :https://docs.aws.amazon.com/elasticloadbalancing/latest/application/application-load-balancers.html#deletion-protection",Cost: None/$0 ,
ELB,ELB application load balancers should be configured with defensive or strictest desync mitigation mode,Compliance,P1,"ELB application load balancers should be configured with defensive or strictest desync mitigation mode.
Steps: 1. Review desync mitigation settings. 2. Configure with the strictest mode. #ELB Desync Mitigation :https://docs.aws.amazon.com/elasticloadbalancing/latest/application/application-load-balancers.html#desync-mitigation",Cost: None/$0 ,
ELB,ELB application load balancers should be drop HTTP headers,Compliance,P1,"ELB application load balancers should drop HTTP headers.
Steps: 1. Identify unnecessary HTTP headers. 2. Configure load balancer to drop those headers. #ELB HTTP Headers :https://docs.aws.amazon.com/elasticloadbalancing/latest/application/application-load-balancers.html#http-headers",Cost: None/$0 ,
ELB,ELB application load balancers secured listener certificate should not expire within next 30 days,Compliance,P1,"ELB application load balancers secured listener certificate should not expire within the next 30 days.
Steps: 1. Check the expiration date of the secured listener certificates. 2. Renew any certificates expiring within 30 days. #ELB SSL Certificate :https://docs.aws.amazon.com/elasticloadbalancing/latest/application/load-balancer-listeners.html#load-balancer-listeners-ssl-certificates",Cost: None/$0 ,
ELB,ELB application load balancers secured listener certificate should not expire within next 7 days,Compliance,P1,"ELB application load balancers secured listener certificate should not expire within the next 7 days.
Steps: 1. Review secured listener certificate expiration dates. 2. Renew any certificates expiring within 7 days. #ELB SSL Certificate :https://docs.aws.amazon.com/elasticloadbalancing/latest/application/load-balancer-listeners.html#load-balancer-listeners-ssl-certificates",Cost: None/$0 ,
ELB,ELB application load balancers should redirect HTTP requests to HTTPS,Compliance,P1,"ELB application load balancers should redirect HTTP requests to HTTPS.
Steps: 1. Check listener rules for load balancers. 2. Configure rules to redirect HTTP traffic to HTTPS. #ELB HTTP to HTTPS Redirect :https://docs.aws.amazon.com/elasticloadbalancing/latest/application/load-balancer-listeners.html#redirect-http-to-https",Cost: None/$0 ,
ELB,ELB application load balancers should have Web Application Firewall (WAF) enabled,Compliance,P1,"ELB application load balancers should have Web Application Firewall (WAF) enabled.
Steps: 1. Check WAF settings for load balancers. 2. Enable WAF for enhanced security. #ELB WAF :https://docs.aws.amazon.com/waf/latest/developerguide/what-is-aws-waf.html",Cost: None/$0 ,
ELB,ELB application load balancers should have at least one outbound rule,Compliance,P1,"ELB application load balancers should have at least one outbound rule.
Steps: 1. Review outbound rules for load balancers. 2. Ensure at least one outbound rule is configured. #ELB Outbound Rules :https://docs.aws.amazon.com/elasticloadbalancing/latest/userguide/load-balancer-outbound-rules.html",Cost: None/$0 ,
ELB,ELB application and network load balancers should use listeners,Compliance,p1,"Description: Listeners are essential for ELB to route traffic.
Steps: 1. Ensure listeners are configured on all application and network load balancers.
Link: https://docs.aws.amazon.com/elasticloadbalancing/latest/userguide/what-is-load-balancing.html",Cost: None/$0 ,
ELB,ELB application and network load balancers should only use SSL or HTTPS listeners,Compliance,p1,"Description: Using SSL/HTTPS ensures secure communication.
Steps: 1. Reconfigure listeners to use only SSL or HTTPS.
Link: https://docs.aws.amazon.com/elasticloadbalancing/latest/application/listeners-https.html",Cost: None/$0 ,
ELB,ELB classic load balancers should have cross-zone load balancing enabled,Compliance,p1,"Description: Cross-zone load balancing distributes traffic evenly across instances.
Steps: 1. Enable cross-zone load balancing in the load balancer settings.
Link: https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/load-balancer-cross-zone.html",Cost: None/$0 ,
ELB,ELB classic load balancers should be configured with defensive or strictest desync mitigation mode,Compliance,p1,"Description: Desync mitigation protects against malformed packets.
Steps: 1. Configure the load balancer with the desired desync mitigation mode.
Link: https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/classic-load-balancer-configuration.html#cross-zone-load-balancing",Cost: None/$0 ,
ELB,ELB classic load balancers should span multiple availability zones,Compliance,p1,"Description: Spanning multiple AZs increases availability.
Steps: 1. Ensure load balancers are deployed in multiple availability zones.
Link: https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-regions-availability-zones.html",Cost: None/$0 ,
ELB,ELB classic load balancers should have at least one registered instance,Compliance,p1,"Description: Registered instances are needed to route traffic.
Steps: 1. Register at least one instance with the load balancer.
Link: https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-getting-started.html",Cost: None/$0 ,
ELB,ELB classic load balancers should use SSL certificates,Compliance,p1,"Description: SSL certificates are necessary for secure connections.
Steps: 1. Obtain and configure SSL certificates on the load balancer.
Link: https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/ssl-creating.html",Cost: None/$0 ,
ELB,ELB classic load balancers should only use SSL or HTTPS listeners,Compliance,p1,"Description: Ensures secure data transmission.
Steps: 1. Reconfigure to use SSL or HTTPS listeners only.
Link: https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/listeners-https.html",Cost: None/$0 ,
